category_id,category_name
sr:category:785,ITF Men
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:6,WTA
sr:category:6,WTA
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:72,Challenger
sr:category:72,Challenger
sr:category:72,Challenger
sr:category:72,Challenger
sr:category:72,Challenger
sr:category:72,Challenger
sr:category:72,Challenger
sr:category:72,Challenger
sr:category:72,Challenger
sr:category:72,Challenger
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:72,Challenger
sr:category:72,Challenger
sr:category:3,ATP
sr:category:3,ATP
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:871,WTA 125K
sr:category:871,WTA 125K
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:72,Challenger
sr:category:72,Challenger
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:3,ATP
sr:category:3,ATP
sr:category:6,WTA
sr:category:72,Challenger
sr:category:72,Challenger
sr:category:6,WTA
sr:category:6,WTA
sr:category:6,WTA
sr:category:3,ATP
sr:category:6,WTA
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:6,WTA
sr:category:79,Exhibition
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:3,ATP
sr:category:3,ATP
sr:category:3,ATP
sr:category:3,ATP
sr:category:3,ATP
sr:category:6,WTA
sr:category:6,WTA
sr:category:72,Challenger
sr:category:72,Challenger
sr:category:72,Challenger
sr:category:72,Challenger
sr:category:72,Challenger
sr:category:72,Challenger
sr:category:1474,Juniors
sr:category:1474,Juniors
sr:category:1474,Juniors
sr:category:1474,Juniors
sr:category:1476,Wheelchairs
sr:category:1476,Wheelchairs
sr:category:1476,Wheelchairs
sr:category:1476,Wheelchairs
sr:category:1475,Legends
sr:category:79,Exhibition
sr:category:1475,Legends
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:72,Challenger
sr:category:72,Challenger
sr:category:72,Challenger
sr:category:72,Challenger
sr:category:72,Challenger
sr:category:72,Challenger
sr:category:72,Challenger
sr:category:72,Challenger
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:72,Challenger
sr:category:72,Challenger
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:871,WTA 125K
sr:category:871,WTA 125K
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:1474,Juniors
sr:category:1474,Juniors
sr:category:1474,Juniors
sr:category:1474,Juniors
sr:category:1476,Wheelchairs
sr:category:1476,Wheelchairs
sr:category:1476,Wheelchairs
sr:category:1476,Wheelchairs
sr:category:1475,Legends
sr:category:1475,Legends
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:72,Challenger
sr:category:72,Challenger
sr:category:1474,Juniors
sr:category:1475,Legends
sr:category:1475,Legends
sr:category:1476,Wheelchairs
sr:category:1476,Wheelchairs
sr:category:1476,Wheelchairs
sr:category:1476,Wheelchairs
sr:category:1474,Juniors
sr:category:1474,Juniors
sr:category:1474,Juniors
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:1474,Juniors
sr:category:1474,Juniors
sr:category:1474,Juniors
sr:category:1474,Juniors
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:1476,Wheelchairs
sr:category:1476,Wheelchairs
sr:category:1476,Wheelchairs
sr:category:1476,Wheelchairs
sr:category:1475,Legends
sr:category:1475,Legends
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:785,ITF Men
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:213,ITF Women
sr:category:72,Challenger
sr:category:72,Challenger
sr:category:72,Challenger
sr:category:72,Challenger
sr:category:72,Challenger
sr:category:72,Challenger
sr:category:785,ITF Men
